gene_name	number_of_transposon_per_gene	number_of_read_pergene
PFK26 	811 	6180 	
MOB1 	92 	2390 	
SLM1 	169 	8133 	
YIL105W-A 	14 	279 	
SHQ1 	69 	796 	
DPH1 	92 	3178 	
YIL102C-A 	0 	0 	
YIL102C 	1 	0 	
XBP1 	167 	5341 	
YIL100C-A 	110 	3832 	
YIL100W 	109 	3183 	
SGA1 	158 	6665 	
FMC1 	71 	4081 	
FYV10 	228 	10167 	
BMT5 	153 	3113 	
PRK1 	176 	4146 	
LYS12 	71 	1528 	
RSM25 	91 	1800 	
YIL092W 	294 	8854 	
UTP25 	300 	9336 	
ICE2 	65 	1109 	
YIL089W 	50 	1178 	
AVT7 	148 	5964 	
AIM19 	29 	384 	
YIL086C 	7 	128 	
KTR7 	89 	1899 	
SDS3 	59 	1865 	
CAB2 	59 	1191 	
YIL082W 	49 	761 	
AIR1 	64 	695 	
THS1 	131 	1826 	
YIL077C 	71 	1276 	
SEC28 	51 	771 	
RPN2 	160 	3516 	
SER33 	30 	521 	
SPO22 	151 	1853 	
HOP1 	71 	1328 	
YIL071W-A 	9 	75 	
PCI8 	29 	432 	
MAM33 	81 	663 	
RPS24B 	17 	25 	
YIL068W-A 	42 	358 	
SEC6 	381 	3484 	
YIL067C 	125 	2670 	
YIL066W-A 	13 	124 	
RNR3 	108 	991 	
FIS1 	12 	263 	
SEE1 	14 	109 	
YRB2 	27 	609 	
ARC15 	29 	122 	
SNP1 	8 	106 	
YIL060W 	5 	35 	
YIL059C 	5 	13 	
YIL058W 	2 	1 	
RGI2 	31 	439 	
VHR1 	80 	2613 	
YIL055C 	35 	585 	
YIL054W 	8 	33 	
GPP1 	24 	531 	
RPL34B 	22 	185 	
MMF1 	9 	159 	
PCL7 	92 	3583 	
DFG10 	128 	1053 	
NEO1 	300 	1867 	
YIL047C-A 	40 	167 	
SYG1 	204 	1945 	
YIL046W-A 	0 	0 	
MET30 	60 	1363 	
PIG2 	17 	64 	
AGE2 	48 	1172 	
CBR1 	40 	483 	
PKP1 	31 	480 	
GVP36 	42 	631 	
APQ12 	12 	281 	
TED1 	50 	997 	
NOT3 	106 	2535 	
PRM2 	47 	905 	
CST6 	25 	295 	
CKA1 	20 	351 	
CAP2 	37 	577 	
BCY1 	67 	1375 	
YIL032C 	4 	13 	
ULP2 	83 	1432 	
YIL030W-A 	5 	26 	
SSM4 	101 	2587 	
YIL029W-A 	17 	251 	
YIL029C 	23 	494 	
YIL028W 	6 	27 	
EMC5 	17 	136 	
IRR1 	107 	2175 	
YIL025C 	2 	1 	
YIL024C 	10 	88 	
YKE4 	31 	280 	
TIM44 	13 	185 	
RPB3 	13 	111 	
YIL021C-A 	3 	16 	
YIL020C-A 	7 	58 	
HIS6 	33 	1075 	
FAF1 	36 	693 	
RPL2B 	50 	1170 	
VID28 	121 	2435 	
SNL1 	14 	203 	
BAR1 	59 	805 	
YIL014C-A 	5 	36 	
MNT3 	75 	2969 	
PDR11 	147 	2775 	
YIL012W 	12 	127 	
TIR3 	31 	598 	
DOT5 	29 	328 	
EST3 	8 	59 	
FAA3 	35 	460 	
URM1 	11 	53 	
NAS2 	34 	1061 	
YIA6 	25 	638 	
EPS1 	104 	2549 	
BET1 	25 	586 	
CFD1 	24 	655 	
YIL002W-A 	4 	37 	
INP51 	115 	2529 	
YIL001W 	50 	624 	
SGN1 	64 	762 	
MPH1 	103 	2536 	
AIM21 	79 	1994 	
DJP1 	61 	1517 	
IST3 	3 	10 	
PAN1 	237 	8457 	
YIR007W 	126 	2765 	
PRI1 	67 	1635 	
MSL1 	17 	344 	
DSN1 	79 	1829 	
STS1 	43 	643 	
SQT1 	37 	604 	
GAT4 	17 	97 	
YIR014W 	50 	1589 	
RPR2 	8 	97 	
YIR016W 	9 	158 	
MET28 	47 	1335 	
YIR017W-A 	49 	1344 	
YAP5 	13 	139 	
YIR018C-A 	0 	0 	
FLO11 	229 	4364 	
YIR020C 	43 	1107 	
YIR020W-A 	22 	400 	
YIR020C-B 	77 	2118 	
MRS1 	125 	3631 	
YIR021W-A 	17 	96 	
SEC11 	11 	35 	
DAL81 	142 	2840 	
YIR023C-A 	38 	646 	
INA22 	20 	539 	
MND2 	60 	1472 	
YVH1 	25 	232 	
DAL1 	6 	19 	
DAL4 	54 	826 	
DAL2 	52 	1555 	
DCG1 	70 	3205 	
YIR030W-A 	5 	22 	
DAL7 	26 	434 	
DAL3 	36 	961 	
MGA2 	186 	7937 	
LYS1 	57 	2047 	
YIR035C 	30 	420 	
IRC24 	114 	3989 	
YIR036W-A 	17 	157 	
HYR1 	55 	1873 	
GTT1 	175 	3998 	
YPS6 	67 	2252 	
YIR040C 	122 	3630 	
PAU15 	40 	1584 	
YIR042C 	53 	1056 	
YJL225C 	140 	2822 	
YJL225W-A 	11 	177 	
PAU1 	15 	186 	
YJL222W-B 	11 	258 	
YJL222W-A 	11 	73 	
VTH2 	142 	2512 	
IMA4 	60 	873 	
YJL220W 	15 	145 	
HXT9 	78 	1686 	
YJL218W 	20 	120 	
REE1 	19 	386 	
IMA5 	99 	2275 	
YJL215C 	27 	208 	
HXT8 	63 	1171 	
YJL213W 	119 	3337 	
OPT1 	186 	5032 	
YJL211C 	11 	233 	
PEX2 	42 	787 	
CBP1 	120 	3220 	
NUC1 	63 	2316 	
LAA1 	410 	12865 	
YJL206C 	108 	3501 	
NCE101 	10 	477 	
RCY1 	150 	2675 	
PRP21 	39 	578 	
YJL202C 	12 	289 	
ECM25 	53 	541 	
ACO2 	166 	6091 	
MBB1 	6 	14 	
PHO90 	196 	8258 	
UBP12 	88 	1723 	
YJL197C-A 	18 	272 	
ELO1 	157 	4975 	
YJL195C 	120 	3760 	
CDC6 	255 	8872 	
YJL193W 	105 	5265 	
SOP4 	18 	65 	
RPS14B 	37 	793 	
RPS22A 	27 	327 	
RPL39 	53 	1113 	
BUD19 	43 	921 	
SWE1 	13 	64 	
MNN5 	83 	1717 	
ATG36 	71 	2063 	
GON7 	39 	1434 	
MNN11 	67 	1618 	
YJL182C 	11 	293 	
YJL181W 	84 	1898 	
ATP12 	61 	1301 	
PFD1 	10 	205 	
ATG27 	31 	560 	
RPL17B 	42 	1253 	
SWI3 	167 	5045 	
YJL175W 	30 	649 	
KRE9 	55 	859 	
RFA3 	12 	78 	
CPS1 	37 	545 	
YJL171C 	42 	1378 	
ASG7 	50 	1070 	
YJL169W 	5 	10 	
SET2 	39 	488 	
ERG20 	36 	685 	
QCR8 	33 	706 	
HAL5 	169 	3753 	
TPK1 	110 	2675 	
YJL163C 	58 	1624 	
JJJ2 	148 	5029 	
FMP33 	12 	91 	
YJL160C 	53 	1089 	
HSP150 	63 	2234 	
CIS3 	17 	133 	
FAR1 	129 	5804 	
YJL156W-A 	2 	24 	
SSY5 	199 	6444 	
FBP26 	102 	1323 	
VPS35 	154 	3697 	
INO1 	68 	2422 	
YJL152W 	23 	100 	
SNA3 	43 	520 	
YJL150W 	38 	1862 	
DAS1 	426 	20899 	
RPA34 	47 	546 	
YJL147C 	263 	9189 	
IDS2 	226 	10348 	
SFH5 	40 	802 	
YJL144W 	23 	207 	
TIM17 	154 	13067 	
IRC9 	2 	5 	
YAK1 	17 	231 	
RPB4 	121 	7240 	
YUR1 	207 	9142 	
TIF2 	271 	11291 	
GLG2 	129 	4960 	
YJL136W-A 	7 	102 	
RPS21B 	42 	1061 	
YJL135W 	0 	0 	
LCB3 	107 	6808 	
YJL133C-A 	17 	641 	
MRS3 	132 	653 	
YJL132W 	446 	2506 	
AIM23 	367 	2546 	
URA2 	650 	20457 	
TRK1 	250 	8701 	
PBS2 	189 	8047 	
YJL127W-A 	12 	225 	
YJL127C-B 	29 	1103 	
SPT10 	227 	5269 	
NIT2 	105 	3213 	
GCD14 	47 	490 	
LSM1 	39 	816 	
MTC1 	163 	4854 	
ALB1 	128 	4338 	
RPE1 	101 	2276 	
YJL120W 	40 	1202 	
YJL119C 	41 	1907 	
YJL118W 	108 	3649 	
PHO86 	56 	902 	
NCA3 	41 	597 	
ASF1 	67 	1753 	
MDV1 	97 	1504 	
CCT7 	92 	2083 	
GZF3 	112 	1947 	
UTP10 	278 	4365 	
PRM10 	60 	1176 	
YJL107C 	56 	1538 	
IME2 	55 	701 	
SET4 	53 	466 	
PAM16 	29 	442 	
GSM1 	84 	1070 	
MEF2 	185 	1527 	
GSH1 	260 	3096 	
LSB6 	58 	651 	
CHS6 	109 	1865 	
SAP185 	80 	1195 	
PHS1 	17 	337 	
MRPL49 	6 	21 	
BCK1 	187 	5776 	
KHA1 	79 	1849 	
TOK1 	64 	1044 	
SRS2 	337 	6941 	
GWT1 	182 	1230 	
DPB11 	167 	951 	
SIP4 	140 	1848 	
ARG3 	29 	721 	
TRL1 	60 	913 	
YJL086C 	4 	6 	
EXO70 	97 	1707 	
ALY2 	99 	1887 	
TAX4 	62 	1422 	
IML2 	84 	2256 	
ARP4 	23 	143 	
SCP160 	53 	902 	
PRY1 	25 	390 	
PRY3 	87 	1710 	
YJL077W-B 	1 	0 	
ICS3 	6 	39 	
YJL077W-A 	2 	9 	
NET1 	95 	2276 	
APQ13 	0 	0 	
SMC3 	118 	2644 	
JEM1 	68 	950 	
PSF2 	34 	1129 	
ARG2 	36 	309 	
YJL070C 	61 	862 	
UTP18 	39 	804 	
YJL068C 	13 	111 	
YJL067W 	1 	0 	
MPM1 	37 	1200 	
DLS1 	21 	224 	
YJL064W 	16 	146 	
MRPL8 	10 	128 	
COA3 	26 	567 	
LAS21 	90 	1877 	
NUP82 	93 	2412 	
BNA3 	25 	297 	
YHC3 	30 	359 	
BIT61 	64 	2813 	
IKS1 	28 	220 	
ZAP1 	123 	2333 	
YJL055W 	6 	17 	
TIM54 	71 	1514 	
PEP8 	20 	343 	
YJL052C-A 	3 	6 	
TDH1 	50 	1195 	
IRC8 	52 	665 	
MTR4 	147 	3471 	
YJL049W 	55 	1601 	
UBX6 	64 	1198 	
YJL047C-A 	5 	16 	
RTT101 	98 	2619 	
AIM22 	44 	924 	
YJL045W 	99 	1182 	
GYP6 	44 	1465 	
YJL043W 	10 	50 	
MHP1 	148 	4048 	
NSP1 	197 	7567 	
NUP192 	276 	7834 	
LOH1 	20 	307 	
IRC18 	65 	2543 	
SNX4 	36 	536 	
TAD2 	31 	375 	
KAR2 	59 	1664 	
HCA4 	72 	2121 	
YJL032W 	0 	0 	
BET4 	5 	34 	
MAD2 	16 	148 	
VPS53 	164 	3169 	
YJL028W 	16 	276 	
YJL027C 	17 	193 	
RNR2 	35 	588 	
YJL026C-A 	11 	44 	
RRN7 	130 	4167 	
APS3 	17 	177 	
PET130 	114 	2793 	
YJL022W 	54 	1713 	
BBC1 	124 	2303 	
YJL020W-A 	4 	8 	
MPS3 	99 	2671 	
YJL016W 	22 	218 	
YJL015C 	4 	8 	
CCT3 	69 	967 	
MAD3 	18 	205 	
VTC4 	131 	5117 	
RPC17 	29 	525 	
NOP9 	71 	1301 	
YJL009W 	15 	334 	
CCT8 	93 	1895 	
YJL007C 	13 	136 	
CTK2 	183 	4803 	
CYR1 	567 	18919 	
SYS1 	83 	3892 	
COX16 	62 	5479 	
OST1 	223 	7920 	
PRE3 	50 	1256 	
AVT1 	156 	7018 	
MPP10 	185 	6511 	
YJR003C 	89 	1919 	
SAG1 	64 	1060 	
APL1 	245 	9676 	
YJR005C-A 	20 	208 	
POL31 	129 	3710 	
SUI2 	172 	4559 	
MHO1 	152 	1382 	
TDH2 	207 	1813 	
MET3 	258 	9151 	
SPC1 	5 	54 	
YJR011C 	6 	37 	
YJR012C 	2 	1 	
GPI14 	12 	209 	
TMA22 	5 	23 	
YJR015W 	6 	112 	
ILV3 	177 	4085 	
ESS1 	143 	5604 	
YJR018W 	75 	4580 	
TES1 	397 	21354 	
YJR020W 	101 	2657 	
REC107 	254 	18228 	
LSM8 	54 	1537 	
YJR023C 	66 	1699 	
MDE1 	95 	2551 	
BNA1 	62 	1877 	
YJR030C 	724 	114338 	
GEA1 	709 	12306 	
CPR7 	234 	1078 	
RAV1 	495 	5195 	
PET191 	27 	474 	
RAD26 	324 	8267 	
HUL4 	91 	1551 	
YJR037W 	6 	29 	
YJR038C 	27 	556 	
YJR039W 	247 	5765 	
GEF1 	517 	150876 	
URB2 	218 	4878 	
NUP85 	72 	1569 	
POL32 	34 	831 	
VPS55 	37 	496 	
SSC1 	97 	2202 	
TAH11 	123 	2185 	
ANB1 	22 	661 	
CYC1 	15 	52 	
UTR1 	59 	1798 	
ISY1 	21 	719 	
OSM1 	60 	1177 	
RAD7 	70 	1839 	
BFA1 	115 	2345 	
KCH1 	133 	3175 	
HIT1 	37 	577 	
YJR056C 	12 	71 	
CDC8 	24 	381 	
APS2 	17 	156 	
PTK2 	54 	1051 	
CBF1 	35 	308 	
YJR061W 	114 	2002 	
NTA1 	78 	1166 	
RPA12 	4 	19 	
CCT5 	91 	1900 	
ARP3 	27 	178 	
TOR1 	277 	6433 	
YAE1 	56 	2747 	
RFC2 	49 	857 	
HAM1 	18 	319 	
LIA1 	60 	1819 	
YJR071W 	11 	110 	
NPA3 	119 	3079 	
OPI3 	93 	2544 	
MOG1 	16 	277 	
HOC1 	64 	1186 	
CDC11 	20 	335 	
MIR1 	56 	1171 	
BNA2 	50 	963 	
YJR079W 	86 	3213 	
AIM24 	88 	3053 	
EAF6 	12 	74 	
ACF4 	24 	490 	
YJR084W 	33 	635 	
YJR085C 	8 	52 	
STE18 	23 	414 	
YJR087W 	5 	11 	
EMC2 	38 	602 	
BIR1 	45 	978 	
GRR1 	96 	2338 	
JSN1 	129 	2804 	
BUD4 	226 	6096 	
FIP1 	61 	1602 	
IME1 	13 	78 	
RPL43B 	9 	142 	
SFC1 	72 	1487 	
YJR096W 	91 	2781 	
JJJ3 	16 	149 	
YJR098C 	61 	1073 	
YUH1 	17 	274 	
AIM25 	53 	610 	
RSM26 	30 	504 	
VPS25 	22 	69 	
URA8 	111 	2020 	
SOD1 	28 	577 	
ADO1 	31 	421 	
ECM27 	57 	887 	
YJR107W 	15 	264 	
ABM1 	14 	231 	
CPA2 	81 	1228 	
YMR1 	46 	729 	
YJR111C 	72 	1276 	
NNF1 	36 	735 	
YJR112W-A 	14 	252 	
RSM7 	48 	1380 	
YJR114W 	33 	905 	
YJR115W 	8 	131 	
TDA4 	36 	895 	
STE24 	19 	313 	
ILM1 	19 	392 	
JHD2 	91 	1820 	
YJR120W 	10 	80 	
ATP2 	53 	1343 	
IBA57 	96 	2588 	
RPS5 	9 	31 	
YJR124C 	76 	1854 	
ENT3 	15 	124 	
VPS70 	113 	1584 	
RSF2 	161 	2646 	
YJR128W 	4 	21 	
YJR129C 	40 	1004 	
STR2 	60 	1171 	
MNS1 	7 	13 	
NMD5 	74 	1080 	
XPT1 	17 	179 	
SGM1 	58 	1124 	
MCM22 	12 	93 	
TIM8 	14 	93 	
TTI2 	34 	599 	
MET5 	191 	4509 	
IML1 	114 	2498 	
HOM6 	1 	0 	
HIR3 	123 	2231 	
YJR140W-A 	12 	359 	
YJR141W 	76 	1302 	
YJR142W 	39 	469 	
PMT4 	59 	915 	
MGM101 	9 	97 	
RPS4A 	30 	755 	
YJR146W 	6 	18 	
HMS2 	67 	1045 	
BAT2 	42 	975 	
YJR149W 	76 	1305 	
DAN1 	47 	527 	
DAN4 	72 	1616 	
YJR151W-A 	2 	2 	
DAL5 	91 	1208 	
PGU1 	42 	467 	
YJR154W 	6 	8 	
AAD10 	8 	71 	
THI11 	11 	56 	
YJR157W 	4 	16 	
HXT16 	44 	889 	
SOR1 	5 	15 	
MPH3 	10 	68 	
COS5 	56 	1443 	
YJR162C 	5 	58 	
YKL225W 	11 	233 	
PAU16 	17 	154 	
YKL223W 	13 	157 	
YKL222C 	39 	647 	
MCH2 	67 	902 	
FRE2 	135 	2620 	
COS9 	41 	623 	
SRY1 	36 	579 	
JEN1 	79 	1469 	
URA1 	39 	498 	
OXP1 	190 	4030 	
YRA2 	38 	439 	
DOA1 	188 	5508 	
SAC1 	155 	3960 	
TRP3 	63 	1426 	
UBA1 	196 	4968 	
STE6 	304 	10561 	
CBT1 	24 	689 	
EMC3 	68 	2444 	
ADD66 	17 	479 	
LOS1 	188 	3689 	
EAP1 	72 	1004 	
TOR2 	410 	15859 	
YKL202W 	4 	29 	
MNN4 	83 	1635 	
PTK1 	413 	14534 	
PEX1 	266 	10310 	
YKT6 	34 	740 	
MIA40 	65 	1438 	
MST1 	7 	36 	
SDS22 	58 	2025 	
ACP1 	16 	171 	
DPH2 	133 	3961 	
CNB1 	35 	783 	
HYM1 	53 	1135 	
PXA2 	158 	4632 	
FAT3 	102 	2489 	
MTR2 	54 	1932 	
ASH1 	112 	2951 	
SPE1 	20 	152 	
YKL183C-A 	4 	30 	
LOT5 	29 	268 	
FAS1 	210 	4941 	
PRS1 	64 	1252 	
RPL17A 	48 	2171 	
COY1 	118 	2550 	
STE3 	156 	5021 	
YKL177W 	30 	947 	
LST4 	76 	1289 	
ZRT3 	86 	1638 	
TPO5 	75 	2450 	
SNU114 	177 	6875 	
EBP2 	25 	653 	
NNK1 	240 	6668 	
MRPL38 	37 	1266 	
YKL169C 	24 	834 	
KKQ8 	121 	3148 	
MRP49 	25 	216 	
TPK3 	17 	69 	
YKL165C-A 	32 	1007 	
MCD4 	474 	21532 	
PIR1 	128 	5321 	
PIR3 	75 	1232 	
YKL162C-A 	5 	194 	
YKL162C 	12 	152 	
KDX1 	7 	26 	
ELF1 	92 	2160 	
RCN1 	140 	5921 	
APE2 	215 	7573 	
RPS27A 	99 	6541 	
YKL156C-A 	3 	41 	
RSM22 	337 	4010 	
SRP102 	85 	366 	
YKL153W 	85 	347 	
GPM1 	141 	596 	
YKL151C 	534 	4803 	
MCR1 	95 	2532 	
DBR1 	97 	2070 	
SDH1 	76 	1587 	
YKL147C 	67 	3232 	
AVT3 	96 	3239 	
RPT1 	92 	3670 	
YKL145W-A 	0 	0 	
RPC25 	57 	1316 	
LTV1 	252 	9368 	
MRP8 	50 	1228 	
SDH3 	82 	4856 	
TGL1 	265 	11794 	
CTK1 	115 	2832 	
HSK3 	13 	545 	
MRPL31 	17 	338 	
CMC1 	17 	100 	
YKL136W 	13 	252 	
APL2 	174 	3683 	
OCT1 	349 	10107 	
YKL133C 	189 	5117 	
RMA1 	56 	994 	
YKL131W 	32 	450 	
SHE2 	48 	1048 	
MYO3 	290 	9743 	
PMU1 	33 	790 	
PGM1 	95 	1561 	
YPK1 	92 	1905 	
RRN3 	79 	1492 	
SSH4 	89 	1198 	
YKL123W 	10 	42 	
SRP21 	40 	685 	
DGR2 	144 	2232 	
OAC1 	76 	1556 	
VPH2 	27 	679 	
YKL118W 	19 	287 	
SBA1 	42 	463 	
PRR1 	34 	592 	
YKL115C 	23 	104 	
APN1 	66 	1012 	
RAD27 	53 	517 	
ABF1 	74 	1359 	
YKL111C 	3 	27 	
KTI12 	24 	376 	
HAP4 	179 	1348 	
SLD2 	178 	1326 	
YKL107W 	35 	1052 	
YKL106C-A 	0 	0 	
AAT1 	47 	500 	
SEG2 	142 	2242 	
GFA1 	62 	788 	
APE1 	26 	451 	
YKL102C 	29 	426 	
HSL1 	174 	5338 	
YKL100C 	56 	1574 	
YKL100W-A 	3 	134 	
UTP11 	30 	407 	
MTC2 	21 	395 	
YKL097C 	55 	1062 	
YKL096C-B 	31 	1226 	
CWP2 	12 	276 	
CWP1 	105 	671 	
YJU2 	71 	516 	
YJU3 	70 	344 	
MBR1 	110 	459 	
BUD2 	146 	1932 	
YKL091C 	36 	832 	
CUE2 	14 	114 	
MIF2 	78 	1183 	
CAB3 	34 	462 	
CYT2 	40 	707 	
SRX1 	7 	208 	
MDH1 	34 	591 	
HOT13 	10 	136 	
YKL083W 	30 	303 	
RRP14 	72 	1753 	
TEF4 	39 	861 	
VMA5 	21 	269 	
SMY1 	23 	348 	
DHR2 	73 	1332 	
YKL077W 	21 	198 	
PSY1 	27 	326 	
YKL075C 	58 	1191 	
MUD2 	22 	214 	
LHS1 	71 	2038 	
STB6 	96 	2327 	
YKL071W 	38 	1138 	
YKL070W 	15 	121 	
YKL069W 	9 	30 	
YKL068W-A 	18 	280 	
NUP100 	46 	876 	
YNK1 	26 	448 	
YKL066W 	19 	240 	
YKL065W-A 	2 	30 	
YET1 	47 	1259 	
MNR2 	131 	3138 	
YKL063C 	19 	332 	
MSN4 	31 	355 	
BLI1 	7 	84 	
FBA1 	55 	2435 	
MPE1 	19 	168 	
TOA2 	29 	775 	
NUP120 	117 	2255 	
TMA19 	19 	350 	
OAR1 	18 	237 	
DEF1 	85 	1352 	
MDM35 	8 	250 	
YKL053W 	6 	19 	
ASK1 	10 	30 	
SFK1 	27 	366 	
YKL050C 	122 	3131 	
CSE4 	18 	435 	
ELM1 	107 	2730 	
ANR2 	41 	970 	
DCW1 	78 	2102 	
PRI2 	34 	581 	
YKL044W 	20 	184 	
PHD1 	36 	383 	
SPC42 	31 	574 	
VPS24 	9 	49 	
NFU1 	16 	192 	
PTM1 	68 	1682 	
RGT1 	215 	7966 	
AIM26 	6 	8 	
YKL036C 	7 	237 	
UGP1 	152 	4580 	
TUL1 	96 	2043 	
YKL033W-A 	26 	449 	
TTI1 	164 	4814 	
IXR1 	95 	2316 	
YKL031W 	8 	97 	
YKL030W 	7 	154 	
MAE1 	73 	1862 	
TFA1 	12 	58 	
TCD2 	77 	1570 	
GPX1 	5 	39 	
PAN3 	135 	2615 	
URA6 	25 	419 	
YKL023C-A 	6 	27 	
YKL023W 	51 	1249 	
CDC16 	173 	5359 	
MAK11 	148 	3278 	
SPT23 	105 	1796 	
RAM2 	46 	1129 	
YKL018C-A 	10 	77 	
SWD2 	61 	1473 	
HCS1 	21 	267 	
ATP7 	27 	162 	
PUT3 	72 	1229 	
URB1 	302 	13742 	
ARC19 	18 	323 	
PRP40 	62 	1716 	
CCE1 	62 	1269 	
UFD4 	549 	18483 	
MRT4 	95 	4381 	
LAC1 	158 	5268 	
CAP1 	30 	394 	
SFT1 	4 	7 	
RPL14A 	190 	10738 	
BYE1 	272 	9545 	
AUR1 	96 	2208 	
MRP17 	62 	1923 	
DID4 	43 	1720 	
MET14 	82 	4052 	
VPS1 	141 	2663 	
PAP1 	50 	853 	
OSH6 	71 	3051 	
ECM9 	187 	6168 	
YKR005C 	110 	2924 	
MRPL13 	138 	3232 	
MEH1 	110 	4010 	
RSC4 	312 	2670 	
FOX2 	294 	2441 	
TOF2 	4 	11 	
YKR011C 	5 	23 	
YKR012C 	5 	103 	
PRY2 	6 	12 	
YPT52 	108 	2437 	
YKR015C 	549 	31171 	
MIC60 	217 	6451 	
HEL1 	247 	8897 	
YKR018C 	148 	4984 	
IRS4 	371 	19738 	
VPS51 	54 	1377 	
ALY1 	476 	22990 	
NTR2 	125 	4064 	
YKR023W 	226 	8025 	
DBP7 	584 	90185 	
RPC37 	100 	3416 	
GCN3 	66 	1041 	
BCH2 	392 	3036 	
SAP190 	304 	5438 	
SET3 	170 	2607 	
GMH1 	111 	3351 	
SPO14 	236 	5401 	
YKR032W 	14 	187 	
YKR033C 	8 	193 	
DAL80 	16 	520 	
OPI8 	7 	67 	
DID2 	7 	67 	
CAF4 	517 	150880 	
SPC34 	96 	1718 	
KAE1 	69 	1912 	
GAP1 	31 	807 	
YKR040C 	39 	289 	
YKR041W 	81 	802 	
UTH1 	59 	1515 	
SHB17 	26 	352 	
UIP5 	111 	2054 	
YKR045C 	14 	122 	
PET10 	60 	1049 	
YKR047W 	13 	129 	
NAP1 	55 	735 	
FMP46 	9 	64 	
TRK2 	117 	3647 	
YKR051W 	77 	1625 	
MRS4 	38 	1385 	
YSR3 	86 	1414 	
DYN1 	585 	13600 	
RHO4 	27 	154 	
TRM2 	71 	977 	
RPS21A 	36 	479 	
GLG1 	99 	1546 	
TIF1 	33 	1064 	
UTP30 	50 	1174 	
KTR2 	19 	122 	
TFA2 	44 	597 	
LAS1 	98 	2979 	
OAF3 	93 	1469 	
PAM17 	6 	43 	
CCP1 	30 	1590 	
GPT2 	135 	2955 	
BET3 	24 	333 	
MET1 	197 	6818 	
YKR070W 	41 	937 	
DRE2 	30 	381 	
SIS2 	57 	1172 	
YKR073C 	17 	229 	
AIM29 	16 	270 	
YKR075C 	44 	634 	
YKR075W-A 	18 	285 	
ECM4 	27 	553 	
MSA2 	39 	1070 	
YKR078W 	52 	938 	
TRZ1 	73 	1408 	
MTD1 	40 	662 	
RPF2 	20 	242 	
NUP133 	145 	4058 	
DAD2 	4 	58 	
HBS1 	84 	1912 	
MRPL20 	21 	292 	
PRP16 	190 	5183 	
OMA1 	61 	1602 	
TVP38 	11 	107 	
TGL4 	89 	2235 	
PXL1 	143 	3898 	
SRL3 	76 	2727 	
SRP40 	67 	1284 	
PTR2 	72 	901 	
RPL40B 	25 	395 	
MLP1 	253 	4482 	
PCC1 	7 	20 	
ESL2 	62 	1330 	
PCK1 	73 	1125 	
UBP11 	25 	412 	
BAS1 	168 	4296 	
SKG1 	66 	1502 	
SIR1 	56 	1276 	
FLO10 	157 	3567 	
NFT1 	114 	2210 	
YKR104W 	64 	486 	
VBA5 	58 	745 	
GEX2 	84 	1426 	
YLL067C 	92 	1905 	
YLL067W-A 	11 	177 	
YLL066W-B 	3 	10 	
YLL066C 	177 	3450 	
YLL066W-A 	25 	305 	
YLL065W 	18 	206 	
PAU18 	2 	8 	
AYT1 	51 	769 	
MHT1 	23 	264 	
MMP1 	64 	1062 	
GTT2 	30 	378 	
YLL059C 	25 	340 	
YLL058W 	113 	2757 	
JLP1 	91 	1008 	
YLL056C 	16 	268 	
YCT1 	86 	1325 	
YLL054C 	234 	6247 	
YLL053C 	29 	422 	
AQY2 	32 	756 	
FRE6 	143 	4158 	
COF1 	43 	738 	
LDB18 	42 	1242 	
YBT1 	372 	11232 	
YLL047W 	13 	285 	
RNP1 	23 	574 	
RPL8B 	56 	1979 	
YLL044W 	48 	1950 	
FPS1 	77 	1685 	
ATG10 	22 	377 	
SDH2 	54 	765 	
VPS13 	468 	16594 	
UBI4 	11 	182 	
ENT4 	35 	1043 	
YLL037W 	4 	24 	
PRP19 	83 	1645 	
GRC3 	415 	13966 	
RIX7 	218 	10060 	
IRC19 	62 	1067 	
YLL032C 	164 	4156 	
GPI13 	76 	2277 	
RRT7 	22 	269 	
FRA1 	188 	5829 	
TPO1 	62 	1248 	
ISA1 	51 	973 	
HSP104 	118 	2664 	
PAU17 	30 	551 	
SSA2 	62 	752 	
POM33 	12 	184 	
HIF1 	65 	1775 	
SPA2 	107 	1918 	
YLL020C 	4 	118 	
KNS1 	147 	3412 	
YLL019W-A 	4 	20 	
COX19 	47 	1131 	
DPS1 	125 	3497 	
BPT1 	209 	4522 	
EMC6 	15 	629 	
PUF3 	150 	3991 	
YEH1 	37 	1194 	
SOF1 	142 	4251 	
PSR1 	94 	1176 	
COX17 	7 	111 	
DRS1 	149 	3491 	
YLL007C 	93 	2714 	
YLL006W-A 	14 	25 	
MMM1 	213 	6401 	
SPO75 	463 	21384 	
ORC3 	284 	9789 	
SFI1 	321 	12026 	
RTT109 	240 	14685 	
DNM1 	17 	238 	
YLR001C 	428 	16752 	
NOC3 	360 	14654 	
CMS1 	5 	17 	
THI73 	107 	6808 	
SSL1 	267 	1667 	
SSK1 	419 	2269 	
NSE1 	374 	2680 	
PAM18 	180 	1601 	
RLP24 	46 	1291 	
TEN1 	39 	730 	
LOT6 	38 	3528 	
YLR012C 	2 	2 	
GAT3 	27 	1209 	
PPR1 	41 	596 	
BRE2 	160 	5945 	
PML1 	83 	3103 	
MEU1 	138 	4610 	
POM34 	92 	3575 	
PSR2 	178 	7068 	
YEH2 	215 	4973 	
IRC25 	34 	983 	
SDO1 	77 	1711 	
IZH3 	73 	1031 	
